id,ar,start,end,peak_flux,label_m1p
12102_2014_07_06_18_21_01_0,12102,2014-07-06 06:21:01.000000000,2014-07-06 18:21:01.000000000,2.705882352941177e-06,0
12102_2014_07_06_18_21_01_1,12102,2014-07-07 06:21:00.000000000,2014-07-07 18:21:00.000000000,2.705882352941177e-06,0
12102_2014_06_29_12_00_00_0,12102,2014-06-29 00:00:00.000000000,2014-06-29 12:00:00.000000000,1e-09,0
12102_2014_06_29_12_00_00_1,12102,2014-06-29 17:23:37.329982861,2014-06-30 05:23:37.329982861,1e-09,0
12102_2014_06_29_12_00_00_2,12102,2014-06-30 21:25:06.921875492,2014-07-01 09:25:06.921875492,1e-09,0
12102_2014_06_29_12_00_00_3,12102,2014-07-01 15:31:59.999999998,2014-07-02 03:31:59.999999998,1e-09,0
12102_2014_07_03_04_24_00_0,12102,2014-07-02 16:24:00.000000000,2014-07-03 04:24:00.000000000,1e-09,0
12102_2014_07_03_04_24_00_1,12102,2014-07-04 19:34:01.000000000,2014-07-05 07:34:01.000000000,1e-09,0
12102_2014_07_06_07_34_01_0,12102,2014-07-05 19:34:01.000000000,2014-07-06 07:34:01.000000000,3.058823529411765e-06,0
12103_2014_07_03_04_24_00_0,12103,2014-07-02 16:24:00.000000000,2014-07-03 04:24:00.000000000,1e-09,0
12103_2014_07_03_04_24_00_1,12103,2014-07-04 03:03:31.966090427,2014-07-04 15:03:31.966090427,1e-09,0
12103_2014_07_03_04_24_00_2,12103,2014-07-04 19:22:32.846760389,2014-07-05 07:22:32.846760389,1e-09,0
12103_2014_07_03_04_24_00_3,12103,2014-07-05 23:44:29.496353733,2014-07-06 11:44:29.496353733,1e-09,0
12103_2014_07_03_04_24_00_4,12103,2014-07-07 11:59:59.999999998,2014-07-07 23:59:59.999999998,1e-09,0
12103_2014_06_29_12_00_00_0,12103,2014-06-29 00:00:00.000000000,2014-06-29 12:00:00.000000000,1e-09,0
12103_2014_06_29_12_00_00_1,12103,2014-07-01 15:32:00.000000000,2014-07-02 03:32:00.000000000,1e-09,0
12104_2014_07_04_05_17_01_0,12104,2014-07-03 17:17:01.000000000,2014-07-04 05:17:01.000000000,1.6470588235294118e-06,0
12104_2014_07_06_05_17_00_0,12104,2014-07-05 17:17:00.000000000,2014-07-06 05:17:00.000000000,1e-09,0
12104_2014_07_06_05_17_00_1,12104,2014-07-06 08:44:00.485656192,2014-07-06 20:44:00.485656192,1e-09,0
12104_2014_07_06_05_17_00_2,12104,2014-07-07 06:39:00.999999999,2014-07-07 18:39:00.999999999,1e-09,0
12104_2014_07_03_04_24_00_0,12104,2014-07-02 16:24:00.000000000,2014-07-03 04:24:00.000000000,1e-09,0
12104_2014_07_10_18_39_00_0,12104,2014-07-10 06:39:00.000000000,2014-07-10 18:39:00.000000000,1e-09,0
12104_2014_06_29_12_00_00_0,12104,2014-06-29 00:00:00.000000000,2014-06-29 12:00:00.000000000,4e-06,0
12104_2014_07_08_18_39_01_0,12104,2014-07-08 06:39:01.000000000,2014-07-08 18:39:01.000000000,5.882352941176471e-06,0
12104_2014_06_30_04_25_59_0,12104,2014-06-29 16:25:59.000000000,2014-06-30 04:25:59.000000000,1.7647058823529412e-06,0
12104_2014_06_30_04_25_59_1,12104,2014-06-30 15:55:00.000000000,2014-07-01 03:55:00.000000000,1.7647058823529412e-06,0
12106_2014_06_30_12_00_00_0,12106,2014-06-30 00:00:00.000000000,2014-06-30 12:00:00.000000000,1.6470588235294116e-05,1
12106_2014_06_30_12_00_00_1,12106,2014-06-30 23:23:00.000000000,2014-07-01 11:23:00.000000000,1.6470588235294116e-05,1
12106_2014_07_11_22_34_00_0,12106,2014-07-11 10:34:00.000000000,2014-07-11 22:34:00.000000000,1e-09,0
12106_2014_07_09_22_34_01_1,12106,2014-07-10 10:34:00.000000000,2014-07-10 22:34:00.000000000,1.7647058823529417e-05,1
12106_2014_07_03_04_24_00_0,12106,2014-07-02 16:24:00.000000000,2014-07-03 04:24:00.000000000,1e-09,0
12106_2014_07_03_04_24_00_1,12106,2014-07-03 10:50:31.679224509,2014-07-03 22:50:31.679224509,1e-09,0
12106_2014_07_03_04_24_00_2,12106,2014-07-06 00:19:32.850802851,2014-07-06 12:19:32.850802851,1e-09,0
12106_2014_07_03_04_24_00_3,12106,2014-07-07 14:53:00.999999999,2014-07-08 02:53:00.999999999,1e-09,0
12106_2014_07_09_02_53_01_0,12106,2014-07-08 14:53:01.000000000,2014-07-09 02:53:01.000000000,6.705882352941176e-06,0
12107_2014_07_05_20_52_01_0,12107,2014-07-05 08:52:01.000000000,2014-07-05 20:52:01.000000000,2.2352941176470592e-06,0
12107_2014_07_05_20_52_01_1,12107,2014-07-06 08:52:00.000000000,2014-07-06 20:52:00.000000000,2.2352941176470592e-06,0
12107_2014_06_30_12_00_00_0,12107,2014-06-30 00:00:00.000000000,2014-06-30 12:00:00.000000000,7.764705882352941e-06,0
12107_2014_06_30_12_00_00_1,12107,2014-06-30 19:37:00.000000000,2014-07-01 07:37:00.000000000,7.764705882352941e-06,0
12107_2014_07_03_04_24_00_0,12107,2014-07-02 16:24:00.000000000,2014-07-03 04:24:00.000000000,2.2352941176470592e-06,0
12107_2014_07_09_21_36_00_1,12107,2014-07-09 23:34:34.410164022,2014-07-10 11:34:34.410164022,1e-09,0
12107_2014_07_09_21_36_00_2,12107,2014-07-10 14:22:27.247474425,2014-07-11 02:22:27.247474425,1e-09,0
12107_2014_07_09_21_36_00_3,12107,2014-07-11 07:34:10.688900534,2014-07-11 19:34:10.688900534,1e-09,0
12107_2014_07_09_21_36_00_4,12107,2014-07-11 23:40:59.210313680,2014-07-12 11:40:59.210313680,1e-09,0
12107_2014_07_09_21_36_00_5,12107,2014-07-12 11:59:59.999999997,2014-07-12 23:59:59.999999997,1e-09,0
12107_2014_07_04_08_37_01_0,12107,2014-07-03 20:37:01.000000000,2014-07-04 08:37:01.000000000,1.8823529411764705e-06,0
12107_2014_07_04_08_37_01_1,12107,2014-07-04 20:37:00.000000000,2014-07-05 08:37:00.000000000,1.8823529411764705e-06,0
12107_2014_07_07_21_36_01_0,12107,2014-07-07 09:36:01.000000000,2014-07-07 21:36:01.000000000,2.705882352941177e-06,0
12105_2014_06_30_12_00_00_0,12105,2014-06-30 00:00:00.000000000,2014-06-30 12:00:00.000000000,1e-09,0
12105_2014_06_30_12_00_00_1,12105,2014-06-30 13:05:19.755497556,2014-07-01 01:05:19.755497556,1e-09,0
12105_2014_06_30_12_00_00_3,12105,2014-07-01 15:31:59.999999999,2014-07-02 03:31:59.999999999,1e-09,0
12108_2014_07_06_07_02_59_0,12108,2014-07-05 19:02:59.000000000,2014-07-06 07:02:59.000000000,1.8823529411764705e-06,0
12108_2014_07_06_07_02_59_1,12108,2014-07-06 08:06:00.000000000,2014-07-06 20:06:00.000000000,1.8823529411764705e-06,0
12108_2014_07_13_08_21_20_0,12108,2014-07-12 20:21:20.000000000,2014-07-13 08:21:20.000000000,1.4117647058823531e-06,0
12108_2014_07_06_23_25_01_0,12108,2014-07-06 11:25:01.000000000,2014-07-06 23:25:01.000000000,2.11764705882353e-06,0
12108_2014_07_03_14_39_01_0,12108,2014-07-03 02:39:01.000000000,2014-07-03 14:39:01.000000000,4.9411764705882345e-06,0
12108_2014_07_03_14_39_01_1,12108,2014-07-04 02:39:00.000000000,2014-07-04 14:39:00.000000000,4.9411764705882345e-06,0
12108_2014_07_12_14_19_39_0,12108,2014-07-12 02:19:39.000000000,2014-07-12 14:19:39.000000000,2e-06,0
12108_2014_07_06_20_18_01_0,12108,2014-07-06 08:18:01.000000000,2014-07-06 20:18:01.000000000,1.6470588235294118e-06,0
12108_2014_07_05_07_00_01_0,12108,2014-07-04 19:00:01.000000000,2014-07-05 07:00:01.000000000,4.117647058823529e-06,0
12108_2014_07_05_07_00_01_1,12108,2014-07-05 19:00:00.000000000,2014-07-06 07:00:00.000000000,4.117647058823529e-06,0
12108_2014_07_04_14_45_40_0,12108,2014-07-04 02:45:40.000000000,2014-07-04 14:45:40.000000000,2.2352941176470592e-06,0
12108_2014_07_11_13_25_01_0,12108,2014-07-11 01:25:01.000000000,2014-07-11 13:25:01.000000000,2e-06,0
12108_2014_07_11_14_08_01_0,12108,2014-07-11 02:08:01.000000000,2014-07-11 14:08:01.000000000,5.411764705882353e-06,0
12108_2014_07_09_17_42_01_1,12108,2014-07-10 05:42:00.000000000,2014-07-10 17:42:00.000000000,1.6470588235294118e-06,0
12109_2014_07_10_00_44_01_0,12109,2014-07-09 12:44:01.000000000,2014-07-10 00:44:01.000000000,5.411764705882353e-06,0
12109_2014_07_10_00_44_01_1,12109,2014-07-10 12:44:00.000000000,2014-07-11 00:44:00.000000000,5.411764705882353e-06,0
12109_2014_07_12_09_03_01_0,12109,2014-07-11 21:03:01.000000000,2014-07-12 09:03:01.000000000,7.529411764705882e-06,0
12109_2014_07_06_00_27_24_0,12109,2014-07-05 12:27:24.000000000,2014-07-06 00:27:24.000000000,3.4117647058823524e-06,0
12109_2014_07_14_03_05_01_0,12109,2014-07-13 15:05:01.000000000,2014-07-14 03:05:01.000000000,1.4117647058823531e-06,0
12109_2014_07_06_08_02_01_0,12109,2014-07-05 20:02:01.000000000,2014-07-06 08:02:01.000000000,5.058823529411765e-06,0
12109_2014_07_11_07_14_01_0,12109,2014-07-10 19:14:01.000000000,2014-07-11 07:14:01.000000000,2.9411764705882355e-06,0
12109_2014_07_11_07_14_01_1,12109,2014-07-11 19:14:00.000000000,2014-07-12 07:14:00.000000000,2.9411764705882355e-06,0
12109_2014_07_13_09_18_00_0,12109,2014-07-12 21:18:00.000000000,2014-07-13 09:18:00.000000000,1.5294117647058826e-06,0
12109_2014_07_03_12_00_00_0,12109,2014-07-03 00:00:00.000000000,2014-07-03 12:00:00.000000000,2.8235294117647062e-06,0
12109_2014_07_03_12_00_00_1,12109,2014-07-03 17:37:00.000000000,2014-07-04 05:37:00.000000000,2.8235294117647062e-06,0
12109_2014_07_13_20_53_15_0,12109,2014-07-13 08:53:15.000000000,2014-07-13 20:53:15.000000000,1.1764705882352942e-06,0
12109_2014_07_05_00_25_01_0,12109,2014-07-04 12:25:01.000000000,2014-07-05 00:25:01.000000000,4.705882352941177e-06,0
12109_2014_07_05_00_25_01_1,12109,2014-07-05 12:25:00.000000000,2014-07-06 00:25:00.000000000,4.705882352941177e-06,0
12109_2014_07_11_05_32_01_0,12109,2014-07-10 17:32:01.000000000,2014-07-11 05:32:01.000000000,1.4117647058823531e-06,0
12109_2014_07_08_04_09_01_0,12109,2014-07-07 16:09:01.000000000,2014-07-08 04:09:01.000000000,2.588235294117648e-06,0
12109_2014_07_08_04_09_01_1,12109,2014-07-08 16:09:00.000000000,2014-07-09 04:09:00.000000000,2.588235294117648e-06,0
12110_2014_07_04_12_00_00_0,12110,2014-07-04 00:00:00.000000000,2014-07-04 12:00:00.000000000,1e-09,0
12110_2014_07_04_12_00_00_1,12110,2014-07-08 12:00:00.000000000,2014-07-09 00:00:00.000000000,1e-09,0
12112_2014_07_06_12_00_00_0,12112,2014-07-06 00:00:00.000000000,2014-07-06 12:00:00.000000000,1e-09,0
12112_2014_07_06_12_00_00_1,12112,2014-07-06 13:59:28.648628972,2014-07-07 01:59:28.648628972,1e-09,0
12112_2014_07_06_12_00_00_3,12112,2014-07-07 20:04:44.890192652,2014-07-08 08:04:44.890192652,1e-09,0
12112_2014_07_06_12_00_00_4,12112,2014-07-08 11:59:59.999999999,2014-07-08 23:59:59.999999999,1e-09,0
12113_2014_07_08_16_30_00_0,12113,2014-07-08 04:30:00.000000000,2014-07-08 16:30:00.000000000,1.411764705882353e-05,1
12113_2014_07_10_23_13_01_0,12113,2014-07-10 11:13:01.000000000,2014-07-10 23:13:01.000000000,2.9411764705882355e-06,0
12113_2014_07_10_23_13_01_1,12113,2014-07-11 11:13:00.000000000,2014-07-11 23:13:00.000000000,2.9411764705882355e-06,0
12113_2014_07_07_16_20_01_0,12113,2014-07-07 04:20:01.000000000,2014-07-07 16:20:01.000000000,7.64705882352941e-05,1
12113_2014_07_07_16_20_01_1,12113,2014-07-08 04:20:00.000000000,2014-07-08 16:20:00.000000000,7.64705882352941e-05,1
12113_2014_07_09_03_12_28_0,12113,2014-07-08 15:12:28.000000000,2014-07-09 03:12:28.000000000,3.1764705882352943e-06,0
12113_2014_07_07_12_00_00_0,12113,2014-07-07 00:00:00.000000000,2014-07-07 12:00:00.000000000,4.705882352941177e-06,0
12113_2014_07_14_09_51_00_0,12113,2014-07-13 21:51:00.000000000,2014-07-14 09:51:00.000000000,1e-09,0
12113_2014_07_15_23_00_01_0,12113,2014-07-15 11:00:01.000000000,2014-07-15 23:00:01.000000000,6e-07,0
12113_2014_07_15_23_00_01_1,12113,2014-07-16 11:00:00.000000000,2014-07-16 23:00:00.000000000,6e-07,0
12113_2014_07_16_23_13_40_0,12113,2014-07-16 11:13:40.000000000,2014-07-16 23:13:40.000000000,2.352941176470588e-07,0
12113_2014_07_12_09_51_01_0,12113,2014-07-11 21:51:01.000000000,2014-07-12 09:51:01.000000000,2.11764705882353e-06,0
12113_2014_07_12_09_51_01_1,12113,2014-07-12 21:51:00.000000000,2014-07-13 09:51:00.000000000,2.11764705882353e-06,0
12113_2014_07_09_00_33_00_0,12113,2014-07-08 12:33:00.000000000,2014-07-09 00:33:00.000000000,3.647058823529412e-06,0
12113_2014_07_09_21_13_01_0,12113,2014-07-09 09:13:01.000000000,2014-07-09 21:13:01.000000000,8.705882352941177e-06,0
12115_2014_07_09_12_00_00_0,12115,2014-07-09 00:00:00.000000000,2014-07-09 12:00:00.000000000,1e-09,0
12116_2014_07_11_12_00_00_0,12116,2014-07-11 00:00:00.000000000,2014-07-11 12:00:00.000000000,1e-09,0
12117_2014_07_12_23_47_00_0,12117,2014-07-12 11:47:00.000000000,2014-07-12 23:47:00.000000000,1e-09,0
12118_2014_07_20_00_38_00_0,12118,2014-07-19 12:38:00.000000000,2014-07-20 00:38:00.000000000,1e-09,0
12118_2014_07_20_00_38_00_1,12118,2014-07-20 12:00:00.000000000,2014-07-21 00:00:00.000000000,1e-09,0
12119_2014_07_24_07_42_00_1,12119,2014-07-24 08:20:00.000000000,2014-07-24 20:20:00.000000000,1e-09,0
12119_2014_07_25_23_59_00_0,12119,2014-07-25 11:59:00.000000000,2014-07-25 23:59:00.000000000,1e-09,0
12119_2014_07_22_07_42_01_0,12119,2014-07-21 19:42:01.000000000,2014-07-22 07:42:01.000000000,6.470588235294118e-07,0
12119_2014_07_20_00_38_00_0,12119,2014-07-19 12:38:00.000000000,2014-07-20 00:38:00.000000000,1e-09,0
12119_2014_07_20_00_38_00_1,12119,2014-07-20 19:42:01.000000000,2014-07-21 07:42:01.000000000,1e-09,0
12122_2014_07_24_19_23_01_0,12122,2014-07-24 07:23:01.000000000,2014-07-24 19:23:01.000000000,1.0705882352941175e-06,0
12122_2014_07_23_12_00_00_0,12122,2014-07-23 00:00:00.000000000,2014-07-23 12:00:00.000000000,1e-09,0
12121_2014_07_29_23_07_00_0,12121,2014-07-29 11:07:00.000000000,2014-07-29 23:07:00.000000000,1e-09,0
12121_2014_07_29_23_07_00_1,12121,2014-07-30 04:02:45.337986092,2014-07-30 16:02:45.337986092,1e-09,0
12121_2014_07_29_23_07_00_2,12121,2014-07-30 19:56:55.421655735,2014-07-31 07:56:55.421655735,1e-09,0
12121_2014_07_29_23_07_00_3,12121,2014-07-31 09:49:59.991387511,2014-07-31 21:49:59.991387511,1e-09,0
12121_2014_07_29_23_07_00_4,12121,2014-08-01 02:50:53.864414580,2014-08-01 14:50:53.864414580,1e-09,0
12121_2014_07_29_23_07_00_5,12121,2014-08-01 20:23:33.773818410,2014-08-02 08:23:33.773818410,1e-09,0
12121_2014_07_29_23_07_00_6,12121,2014-08-02 11:59:59.999999997,2014-08-02 23:59:59.999999997,1e-09,0
12121_2014_07_23_12_00_00_0,12121,2014-07-23 00:00:00.000000000,2014-07-23 12:00:00.000000000,2.4705882352941173e-06,0
12121_2014_07_26_07_02_00_0,12121,2014-07-25 19:02:00.000000000,2014-07-26 07:02:00.000000000,1e-09,0
12121_2014_07_27_23_07_01_0,12121,2014-07-27 11:07:01.000000000,2014-07-27 23:07:01.000000000,8.941176470588236e-07,0
12123_2014_07_25_23_59_00_0,12123,2014-07-25 11:59:00.000000000,2014-07-25 23:59:00.000000000,2.11764705882353e-06,0
12123_2014_07_26_21_31_01_0,12123,2014-07-26 09:31:01.000000000,2014-07-26 21:31:01.000000000,9.294117647058824e-07,0
12123_2014_07_26_21_31_01_1,12123,2014-07-27 09:31:00.000000000,2014-07-27 21:31:00.000000000,9.294117647058824e-07,0
12123_2014_07_26_13_23_59_0,12123,2014-07-26 01:23:59.000000000,2014-07-26 13:23:59.000000000,1.0470588235294118e-06,0
12123_2014_07_28_21_31_00_0,12123,2014-07-28 09:31:00.000000000,2014-07-28 21:31:00.000000000,1e-09,0
12123_2014_07_28_21_31_00_1,12123,2014-07-28 22:26:49.733001242,2014-07-29 10:26:49.733001242,1e-09,0
12123_2014_07_28_21_31_00_2,12123,2014-07-29 10:45:40.707210840,2014-07-29 22:45:40.707210840,1e-09,0
12123_2014_07_28_21_31_00_3,12123,2014-07-29 23:29:56.519742649,2014-07-30 11:29:56.519742649,1e-09,0
12123_2014_07_28_21_31_00_4,12123,2014-07-30 11:59:59.999999998,2014-07-30 23:59:59.999999998,1e-09,0
12126_2014_07_30_06_09_00_0,12126,2014-07-29 18:09:00.000000000,2014-07-30 06:09:00.000000000,1e-09,0
12126_2014_07_30_06_09_00_1,12126,2014-07-30 16:58:05.796545675,2014-07-31 04:58:05.796545675,1e-09,0
12126_2014_07_30_06_09_00_2,12126,2014-07-31 16:48:35.217291491,2014-08-01 04:48:35.217291491,1e-09,0
12126_2014_07_30_06_09_00_3,12126,2014-08-01 12:53:00.999999999,2014-08-02 00:53:00.999999999,1e-09,0
12126_2014_08_03_00_53_01_0,12126,2014-08-02 12:53:01.000000000,2014-08-03 00:53:01.000000000,4e-06,0
12126_2014_08_03_00_53_01_1,12126,2014-08-03 12:00:00.000000000,2014-08-04 00:00:00.000000000,4e-06,0
12126_2014_07_28_06_09_01_0,12126,2014-07-27 18:09:01.000000000,2014-07-28 06:09:01.000000000,2.11764705882353e-06,0
12126_2014_07_28_06_09_01_1,12126,2014-07-28 18:09:00.000000000,2014-07-29 06:09:00.000000000,2.11764705882353e-06,0
12126_2014_07_28_00_09_01_0,12126,2014-07-27 12:09:01.000000000,2014-07-28 00:09:01.000000000,1.8823529411764705e-06,0
12124_2014_07_27_12_00_00_0,12124,2014-07-27 00:00:00.000000000,2014-07-27 12:00:00.000000000,1e-09,0
12124_2014_07_27_12_00_00_1,12124,2014-07-27 12:00:00.000000000,2014-07-28 00:00:00.000000000,1e-09,0
12124_2014_07_27_12_00_00_2,12124,2014-07-28 00:00:00.000000000,2014-07-28 12:00:00.000000000,1e-09,0
12124_2014_07_27_12_00_00_3,12124,2014-07-28 12:00:00.000000000,2014-07-29 00:00:00.000000000,1e-09,0
12124_2014_07_27_12_00_00_4,12124,2014-07-29 00:00:00.000000000,2014-07-29 12:00:00.000000000,1e-09,0
12124_2014_07_27_12_00_00_5,12124,2014-07-29 12:00:00.000000000,2014-07-30 00:00:00.000000000,1e-09,0
12125_2014_07_27_12_00_00_0,12125,2014-07-27 00:00:00.000000000,2014-07-27 12:00:00.000000000,1.4117647058823531e-06,0
12125_2014_07_29_00_46_01_0,12125,2014-07-28 12:46:01.000000000,2014-07-29 00:46:01.000000000,1.5294117647058826e-06,0
12125_2014_07_29_00_46_01_1,12125,2014-07-29 12:46:00.000000000,2014-07-30 00:46:00.000000000,1.5294117647058826e-06,0
12125_2014_07_27_14_10_01_0,12125,2014-07-27 02:10:01.000000000,2014-07-27 14:10:01.000000000,2.8235294117647062e-06,0
12125_2014_07_27_14_10_01_1,12125,2014-07-28 02:10:00.000000000,2014-07-28 14:10:00.000000000,2.8235294117647062e-06,0
12125_2014_07_31_00_46_00_0,12125,2014-07-30 12:46:00.000000000,2014-07-31 00:46:00.000000000,1e-09,0
12125_2014_07_31_00_46_00_1,12125,2014-07-31 10:12:27.569061044,2014-07-31 22:12:27.569061044,1e-09,0
12125_2014_07_31_00_46_00_2,12125,2014-08-01 06:51:32.318306982,2014-08-01 18:51:32.318306982,1e-09,0
12125_2014_07_31_00_46_00_3,12125,2014-08-02 11:59:59.999999998,2014-08-02 23:59:59.999999998,1e-09,0
12128_2014_07_28_12_00_00_0,12128,2014-07-28 00:00:00.000000000,2014-07-28 12:00:00.000000000,1e-09,0
12128_2014_07_28_12_00_00_1,12128,2014-07-30 06:22:25.299710274,2014-07-30 18:22:25.299710274,1e-09,0
12128_2014_07_28_12_00_00_2,12128,2014-07-30 22:54:31.783162004,2014-07-31 10:54:31.783162004,1e-09,0
12128_2014_07_28_12_00_00_3,12128,2014-08-02 13:09:28.673205107,2014-08-03 01:09:28.673205107,1e-09,0
12128_2014_07_28_12_00_00_4,12128,2014-08-03 10:19:18.437950438,2014-08-03 22:19:18.437950438,1e-09,0
12128_2014_07_28_12_00_00_5,12128,2014-08-05 00:38:40.382573614,2014-08-05 12:38:40.382573614,1e-09,0
12128_2014_07_28_12_00_00_6,12128,2014-08-06 09:54:35.657454951,2014-08-06 21:54:35.657454951,1e-09,0
12128_2014_07_28_12_00_00_7,12128,2014-08-07 11:59:59.999999997,2014-08-07 23:59:59.999999997,1e-09,0
12127_2014_07_28_12_00_00_0,12127,2014-07-28 00:00:00.000000000,2014-07-28 12:00:00.000000000,1.1294117647058824e-06,0
12127_2014_07_29_05_48_01_0,12127,2014-07-28 17:48:01.000000000,2014-07-29 05:48:01.000000000,2.2352941176470592e-06,0
12127_2014_07_30_18_52_59_0,12127,2014-07-30 06:52:59.000000000,2014-07-30 18:52:59.000000000,1.5294117647058826e-06,0
12127_2014_07_31_18_13_01_0,12127,2014-07-31 06:13:01.000000000,2014-07-31 18:13:01.000000000,1.7647058823529417e-05,1
12127_2014_07_31_18_13_01_1,12127,2014-08-01 06:13:00.000000000,2014-08-01 18:13:00.000000000,1.7647058823529417e-05,1
12127_2014_08_02_18_13_00_0,12127,2014-08-02 06:13:00.000000000,2014-08-02 18:13:00.000000000,1e-09,0
12127_2014_08_02_18_13_00_1,12127,2014-08-02 23:52:26.892518769,2014-08-03 11:52:26.892518769,1e-09,0
12127_2014_08_02_18_13_00_2,12127,2014-08-04 01:56:34.002024702,2014-08-04 13:56:34.002024702,1e-09,0
12127_2014_08_02_18_13_00_3,12127,2014-08-05 07:52:46.991560391,2014-08-05 19:52:46.991560391,1e-09,0
12127_2014_08_02_18_13_00_4,12127,2014-08-06 16:06:19.761155318,2014-08-07 04:06:19.761155318,1e-09,0
12127_2014_08_02_18_13_00_5,12127,2014-08-07 11:59:59.999999997,2014-08-07 23:59:59.999999997,1e-09,0
12127_2014_07_30_16_33_41_0,12127,2014-07-30 04:33:41.000000000,2014-07-30 16:33:41.000000000,4.235294117647059e-06,0
12127_2014_07_29_16_17_01_0,12127,2014-07-29 04:17:01.000000000,2014-07-29 16:17:01.000000000,1.0588235294117646e-05,1
12129_2014_07_29_12_00_00_0,12129,2014-07-29 00:00:00.000000000,2014-07-29 12:00:00.000000000,1e-09,0
12129_2014_07_29_12_00_00_2,12129,2014-08-01 00:19:00.999999999,2014-08-01 12:19:00.999999999,1e-09,0
12130_2014_07_30_12_00_00_0,12130,2014-07-30 00:00:00.000000000,2014-07-30 12:00:00.000000000,2.9411764705882357e-05,1
12130_2014_07_30_12_00_00_1,12130,2014-07-30 23:14:00.000000000,2014-07-31 11:14:00.000000000,2.9411764705882357e-05,1
12130_2014_07_31_14_48_01_0,12130,2014-07-31 02:48:01.000000000,2014-07-31 14:48:01.000000000,2.3529411764705884e-05,1
12130_2014_07_31_14_48_01_1,12130,2014-08-01 02:48:00.000000000,2014-08-01 14:48:00.000000000,2.3529411764705884e-05,1
12130_2014_08_02_18_08_01_0,12130,2014-08-02 06:08:01.000000000,2014-08-02 18:08:01.000000000,1.4117647058823531e-06,0
12130_2014_08_02_18_08_01_1,12130,2014-08-03 06:08:00.000000000,2014-08-03 18:08:00.000000000,1.4117647058823531e-06,0
12130_2014_08_01_14_57_00_0,12130,2014-08-01 02:57:00.000000000,2014-08-01 14:57:00.000000000,3.058823529411765e-06,0
12130_2014_08_08_05_52_00_0,12130,2014-08-07 17:52:00.000000000,2014-08-08 05:52:00.000000000,1e-09,0
12130_2014_08_08_05_52_00_1,12130,2014-08-08 10:04:07.068506626,2014-08-08 22:04:07.068506626,1e-09,0
12130_2014_08_08_05_52_00_2,12130,2014-08-08 22:49:28.501985396,2014-08-09 10:49:28.501985396,1e-09,0
12130_2014_08_08_05_52_00_3,12130,2014-08-09 11:59:59.999999999,2014-08-09 23:59:59.999999999,1e-09,0
12130_2014_07_31_11_43_01_0,12130,2014-07-30 23:43:01.000000000,2014-07-31 11:43:01.000000000,5.6470588235294125e-06,0
12130_2014_08_03_17_21_01_0,12130,2014-08-03 05:21:01.000000000,2014-08-03 17:21:01.000000000,1.4117647058823531e-06,0
12130_2014_08_03_17_21_01_1,12130,2014-08-04 05:21:00.000000000,2014-08-04 17:21:00.000000000,1.4117647058823531e-06,0
12130_2014_07_31_11_21_00_0,12130,2014-07-30 23:21:00.000000000,2014-07-31 11:21:00.000000000,4.117647058823529e-06,0
12130_2014_08_06_05_52_01_0,12130,2014-08-05 17:52:01.000000000,2014-08-06 05:52:01.000000000,1.2941176470588237e-06,0
12130_2014_08_06_05_52_01_1,12130,2014-08-06 17:52:00.000000000,2014-08-07 05:52:00.000000000,1.2941176470588237e-06,0
12131_2014_07_30_12_00_00_0,12131,2014-07-30 00:00:00.000000000,2014-07-30 12:00:00.000000000,1e-09,0
12131_2014_07_30_12_00_00_1,12131,2014-07-30 21:31:43.179882943,2014-07-31 09:31:43.179882943,1e-09,0
12131_2014_07_30_12_00_00_2,12131,2014-07-31 23:43:07.638513194,2014-08-01 11:43:07.638513194,1e-09,0
12131_2014_07_30_12_00_00_3,12131,2014-08-02 09:24:28.419474409,2014-08-02 21:24:28.419474409,1e-09,0
12131_2014_07_30_12_00_00_4,12131,2014-08-03 20:09:46.221618779,2014-08-04 08:09:46.221618779,1e-09,0
12131_2014_07_30_12_00_00_5,12131,2014-08-04 11:59:59.999999997,2014-08-04 23:59:59.999999997,1e-09,0
12132_2014_08_03_22_02_01_0,12132,2014-08-03 10:02:01.000000000,2014-08-03 22:02:01.000000000,1.1764705882352942e-06,0
12132_2014_08_07_23_12_14_0,12132,2014-08-07 11:12:14.000000000,2014-08-07 23:12:14.000000000,1.4117647058823531e-06,0
12132_2014_08_07_23_12_14_1,12132,2014-08-08 00:58:00.000000000,2014-08-08 12:58:00.000000000,1.4117647058823531e-06,0
12132_2014_08_02_03_12_01_0,12132,2014-08-01 15:12:01.000000000,2014-08-02 03:12:01.000000000,2.9411764705882355e-06,0
12132_2014_08_06_03_50_00_0,12132,2014-08-05 15:50:00.000000000,2014-08-06 03:50:00.000000000,9.058823529411764e-07,0
12132_2014_08_03_03_24_52_0,12132,2014-08-02 15:24:52.000000000,2014-08-03 03:24:52.000000000,1.2941176470588237e-06,0
12132_2014_08_10_09_09_01_0,12132,2014-08-09 21:09:01.000000000,2014-08-10 09:09:01.000000000,1.5294117647058826e-06,0
12132_2014_08_04_14_18_01_0,12132,2014-08-04 02:18:01.000000000,2014-08-04 14:18:01.000000000,2.588235294117648e-06,0
12132_2014_08_06_22_56_01_0,12132,2014-08-06 10:56:01.000000000,2014-08-06 22:56:01.000000000,2.588235294117648e-06,0
12132_2014_08_06_22_56_01_1,12132,2014-08-07 10:56:00.000000000,2014-08-07 22:56:00.000000000,2.588235294117648e-06,0
